Group(s);Day;Lesson;Auditorium(s);Week;Professor(s);Department;Subject;Type;ID(s)
АШРР12;3;2;10-515 10-516;2;доц.Семергей Александр Витальевич/проф.Лукьянов Рафаэль Ливериевич;146;Живопись;лаб.;24893/3321
МКОЗДК12;3;1;24-501 24-502;2;ст.пр.Сотникова Надежда Владимировна/доц.Куприянова Елена Владимировна;149;Живопись;лаб.;22188/22189
АШГР21;2;3;02-702 06-402;1;асс.Бутенко Екатерина Викторовна/доц.Протопопова Дарья Александровна;150;Архитектурно-градостроительное проектирование;лаб.;22729/3351
ИМ13;6;2;10-205;2;зав.к.Симонян Татьяна Владимировна;7;Сторитейлинг в теории и практике маркетинга;л.;126
АСП14;5;3;02-702;2;доц.Жуковская Татьяна Юрьевна;10;История ( история России, всеобщая история);пр.;3132
ЮОЗЮ21;4;1;25-513;2;преп.Сиволапенко Елена Владимировна;12;Финансовое право;пр.;22553
АССУ42;6;3;25-512;2;доц.Сергеева Галина Александровна;18;БЖД (ЧС);пр.;3250
ИЭ44;3;5;21-117;1;ст.пр.Белоусова Анастасия Владимировна;24;Россия в глобальной экономике;пр.;506
АШП11 АШП12;6;2;08-302;1;доц.Чебанова Елена Владимировна;34;Физика;л.;3534
АДГ21;3;2;25-315;2;доц.Масляева Наталья Сергеевна;35;Психология личности и группы;л.;24023
ИТД42 ИТД43 ИТД41;1;4;25-215;1;зав.к.Еременко Игорь Анатольевич;37;Логистика поставок международных грузов;л.;721
АИССП21;2;3;01-262;1;доц.Лимаренко Николай Владимирович;38;Электротехника и электроника;лаб.;767
ИМ15;4;2;10-505;1;ст.пр.Бажуткина Наталья Викторовна;44;Иностранный язык (немецкий);пр.;804
АСГПУ11;5;1;21-221;1;проф.Ерошенко Татьяна Игоревна;46;Философия;л.;3161
ЮЮ36 ЮЮ31 ЮЮ35;5;3;25-316;1;доц.Казанцева Ольга Геннадьевна;51;Арбитражный процесс;л.;6116
АСП36;6;1;22-502 22-402;1;ст.пр.Колганов Владимир Петрович/ст.пр.Апрышкин Дмитрий Сергеевич;69;Вертикальный транспорт;лаб.;569/570
ИЭБ13 ИЭБ14;2;1;21-403;1;ст.пр.Шахбанова Наталия Анатольевна;76;Основы нравственности;л.;875
АДГК11;2;1;25-307;1;ст.пр.Развеева Ирина Федоровна;82;Практики работы с данными;л.;2949
ЮОЗЮS31;4;4;25-313;1;доц.Волков Игорь Константинович;85;Право интеллектуальной собственности;пр.;23994
ЮЮ31;5;2;25-311;2;доц.Ищенко Галина Константиновна;86;Уголовный процесс;пр.;23943
ЮЮS11;4;1;06-403;2;доц.Рощина Евгения Валерьевна;90;Информационные технологии в юридической сфере;пр.;815
ЮЮ43;2;4;25-415;1;преп.Банцекова Кира Николаевна;92;Актуальные вопросы теории государства и права;пр.;22975
АИВВ21;1;3;21-001;2;асс.Михайлов Евгений Дмитриевич;101;Гидравлика систем водоснабжения и водоотведения;лаб.;23056
АИТВ32;4;4;23-211;2;ст.пр.Пирожникова Анастасия Петровна;104;Вентиляция;пр.;3174
АСП12;6;2;25-703;2;доц.Гридневский Александр Викторович;107;Геология;лаб.;2898
АИМК11;3;2;01-416;1;ст.пр.Ковалева Наталья Вадимовна;108;Инженерная и компьютерная графика;л.;3385
АСП21;3;2;23-207 23-209;1;асс.Дементьева Екатерина Владимировна/доц.Курилова Светлана Николаевна;109;Строительные материалы;лаб.;22448/2810
АДПГ22;4;1;25-117;1;асс.Чубка Юсра Шукриевна;110;Теоретическая механика;пр.;3332
АША12;2;2;25-112 25-512;2;асс.Чегге Валерия Сергеевна/ст.пр.Ляпина Светлана Александровна;115;Архитектурное проектирование: пропедевтика для архитекторов;лаб.;23381/3438
АСП45;3;3;26-412;2;доц.Аксенов Николай Борисович;116;САПР конструкций зданий и сооружений;пр.;2876
АШРР41;3;5;22-101;2;доц.Скачков Сергей Владимирович;117;Металлические конструкции;л.;2972
АСП33;3;4;21-117;1;ст.пр.Аляева Марина Юльевна;118;Ценообразование и сметное дело в строительстве;пр.;2870
АДАМТ21;2;1;26-001;1;доц.Аваков Артур Артурович;120;Специальные вопросы сопротивления материалов;л.;1417
АСЭУН41;4;5;26-201;1;доц.Чубарова Карина Валерьевна;125;Основы градорегулирования территориально-пространственного развития городов;л.;2890
ИОЗГ11;1;2;25-117;2;зав.к.Павлов Игорь Викторович;127;Математика;л.;3002
АДТТП41 АДТТП43 АДТТП42;3;4;26-811;1;ст.пр.Солодовченко Ирина Юрьевна;128;Управление персоналом;л.;3371
АДАМТ21;2;3;26-601;1;доц.Конорева Ольга Валериевна;130;Автомобильные дороги и технологии их сооружения;л.;6191
АДПГ52 АДПГ51;5;6;25-206;1;ст.пр.Арсеньев Дмитрий Михайлович;132;Спутниковые системы и технологии позиционирования;л.;2918
ИБ41;2;5;25-507;1;доц.Удалов Андрей Андреевич;134;Аудит;пр.;22595
АДОМ31;1;4;26-713;2;асс.Гаранова Мария Валерьевна;135;Землеустройство;пр.;23030
ИЭБ41;5;3;21-311а;2;доц.Казанцева Светлана Юрьевна;142;Методология и практика обеспечения экономической безопасности хозяйствующих субъектов;пр.;2983
